strategy,symbol,trades,exposure,full_ann_pct,oos_sharpe,oos_hold_sharpe,oos_sharpe_gap,is_excess_ann_pct,is_t,is_p,oos_excess_ann_pct,oos_t,oos_p,bonferroni_alpha,bonferroni_t_bar,beats_bonferroni,beats_fdr
ADX trend,MSFT,61.5,0.258472553699284,-19.640948977815835,0.33341957184885285,0.758518520439947,-0.4250989485910942,-20.12746516977707,-3.0617675640452306,0.00220034241354794,-18.910012166117788,-1.7575612420124183,0.07882219290245951,0.00014367816091954023,3.8017491435230113,False,False
Golden cross,AAPL,7.5,0.7386634844868735,-8.14159191897838,0.614730765831805,0.87676848310913,-0.26203771727732506,-6.432798037037831,-1.3021255878160516,0.192873457353393,-10.708865881392049,-1.757244868975504,0.07887608036905869,0.00014367816091954023,3.8017491435230113,False,False
Turn of month,JNJ,200.0,0.2863961813842482,-10.348431598770546,0.23682696469856582,0.6971368036331438,-0.460309838934578,-9.757703288542883,-2.3546679438639426,0.018539264057988003,-11.235935601292988,-1.74482926815385,0.08101459250232357,0.00014367816091954023,3.8017491435230113,False,False
52-week high,JNJ,108.0,0.241527446300716,-10.716124736951853,0.1874066594719217,0.6971368036331438,-0.5097301441612221,-9.481284514035549,-2.2561701094331856,0.02405997973852103,-12.571335705072823,-1.7393335573110984,0.08197610792393872,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,KO,64.5,0.27732696897374703,-11.167090593792942,-0.027664652528593594,0.5980152216433454,-0.625679874171939,-10.361643122761192,-2.447367532954039,0.014390401240826911,-12.377186406006112,-1.7297521192449479,0.08367457240043974,0.00014367816091954023,3.8017491435230113,False,False
RSI mean reversion,MSFT,17.0,0.12004773269689738,-17.603205683813762,0.3580972493023265,0.758518520439947,-0.40042127113762055,-16.596700816982054,-2.488632158446348,0.012823556657800772,-19.115368013611697,-1.7292089708761509,0.08377170137360546,0.00014367816091954023,3.8017491435230113,False,False
Turn of month,GLD,200.0,0.2863961813842482,-4.209476123303312,0.6929660723699618,0.9492956056479085,-0.2563295332779467,-0.289155330633186,-0.07092254595291848,0.9434593994808094,-10.09932486497916,-1.7275623924243038,0.08406671014455114,0.00014367816091954023,3.8017491435230113,False,False
Sell in May,IWM,16.5,0.4909307875894988,-6.067254230822392,0.12744015535869915,0.5090921025975671,-0.381651947238868,-3.039833595993442,-0.6503143096367903,0.5154892157028392,-10.615619163077353,-1.7175986002272752,0.08586985583189621,0.00014367816091954023,3.8017491435230113,False,False
Faber TAA,KO,80.5,0.7276849642004773,-7.26757149864085,0.2338346998089067,0.5980152216433454,-0.3641805218344387,-6.453221756490297,-2.489206337082935,0.012802863775949191,-8.491041989386753,-1.7132619297229432,0.08666436286681023,0.00014367816091954023,3.8017491435230113,False,False
Z-score mean reversion,GLD,74.0,0.1785202863961814,-5.795396271141134,0.8388457060544371,0.9492956056479085,-0.1104498995934714,-2.1142730287551763,-0.49545929425078167,0.6202759487443896,-11.32587712813079,-1.7094046197470831,0.08737602578976134,0.00014367816091954023,3.8017491435230113,False,False
VWAP reversion,MSFT,80.0,0.2143198090692124,-12.064940128926512,0.39017255193490463,0.758518520439947,-0.3683459685050424,-9.863244959408282,-1.6119956510693116,0.10696288608807603,-15.372743803561125,-1.7013052774447268,0.08888567750779064,0.00014367816091954023,3.8017491435230113,False,False
RSI mean reversion,KO,20.0,0.1286396181384248,-8.490912713202302,0.08128010722666378,0.5980152216433454,-0.5167351144166816,-6.668760194109321,-1.5455578495887485,0.12221138753948502,-11.228495500250595,-1.6970122584184217,0.08969434299098866,0.00014367816091954023,3.8017491435230113,False,False
Walk-forward logistic,KO,227.5,0.160381861575179,-9.79143598189019,0.07315858530495692,0.5980152216433454,-0.5248566363383885,-8.739913369817492,-2.0332037985639038,0.042031937458737234,-11.371232498833344,-1.6938061506209052,0.09030212496425793,0.00014367816091954023,3.8017491435230113,False,False
Z-score mean reversion,JPM,75.0,0.15513126491646778,-14.1575092146445,0.29050167959505135,0.7018389436765345,-0.4113372640814832,-12.756892876493259,-1.9193525412095225,0.05493973279757247,-16.261780475367544,-1.687069556785374,0.09158997800551294,0.00014367816091954023,3.8017491435230113,False,False
Volatility breakout,KO,133.5,0.4785202863961814,-10.16135512429913,0.10280136273507712,0.5980152216433454,-0.4952138589082683,-9.658313352452955,-2.6587601837133286,0.007842876698065826,-10.917119793470652,-1.6867921200415348,0.09164333119624812,0.00014367816091954023,3.8017491435230113,False,False
Day of week,NVDA,784.0,0.18711217183770884,-33.191513890577546,1.7458610572641011,1.3108354985960402,0.4350255586680609,-34.64567882871638,-2.9084403849572382,0.0036323642403868206,-31.006791776229196,-1.6727583967400845,0.09437486798373174,0.00014367816091954023,3.8017491435230113,False,False
Bollinger reversion,GLD,72.0,0.22219570405727923,-5.940770477729227,0.8379224039269384,0.9492956056479085,-0.1113732017209701,-2.6794571716521745,-0.6563585496866438,0.5115934537231153,-10.840533300180716,-1.6640228359349598,0.09610786595044107,0.00014367816091954023,3.8017491435230113,False,False
Golden cross,IWM,10.5,0.7076372315035799,-7.708460981869629,0.10130792954128748,0.5090921025975671,-0.4077841730562796,-5.337812903384482,-1.2912575240424105,0.19661439416630788,-11.27009773060926,-1.6623782801906382,0.09643695104411387,0.00014367816091954023,3.8017491435230113,False,False
ADX trend,SPY,69.0,0.20477326968973747,-12.646218983017427,0.6820023977611682,0.8195964811093545,-0.13759408334818624,-12.8573928171317,-2.8706491520268496,0.004096298964038514,-12.328953634870835,-1.65818265212532,0.09728060520434112,0.00014367816091954023,3.8017491435230113,False,False
ADX trend,QQQ,66.0,0.20190930787589498,-16.052565372009973,0.772328927692897,0.8819074032771961,-0.10957847558429912,-16.776118576101275,-3.2038112567297925,0.0013562135434719291,-14.965506645433127,-1.6544104488911837,0.0980441448666518,0.00014367816091954023,3.8017491435230113,False,False
Volatility-targeted trend,XOM,42.455797014119554,0.4221434518698923,-8.594767752578385,0.47071173061855065,0.6889250736096219,-0.2182133429910712,-3.534039201251467,-0.7611399477845646,0.446573482231833,-16.197953120910043,-1.6535574775212452,0.09821745855978925,0.00014367816091954023,3.8017491435230113,False,False
Gap fade,JNJ,223.0,0.05656324582338902,-13.052619484655464,0.04673854179224644,0.6971368036331438,-0.6503982618408973,-12.894138559057605,-2.6250518019110807,0.008663578541803663,-13.290719561046515,-1.650852484269837,0.09876870017805883,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,GLD,196.5,0.48233890214797137,-4.06706185482356,0.7078798421420485,0.9492956056479085,-0.24141576350586003,-2.0173396111396737,-0.530091006904345,0.5960488339992365,-7.1465430034884205,-1.646086364543275,0.0997459793249309,0.00014367816091954023,3.8017491435230113,False,False
Volatility-targeted trend,KO,40.1235327550622,0.6085034438476117,-6.560524097237272,0.2634561380317696,0.5980152216433454,-0.3345590836115758,-5.03243456659113,-1.848894619090538,0.06447303084182265,-8.856309742144708,-1.6436262878682113,0.10025342045669983,0.00014367816091954023,3.8017491435230113,False,False
Turn of month,SPY,200.0,0.2863961813842482,-10.21067400416449,0.5222914097749378,0.8195964811093545,-0.29730507133441664,-9.677268214493886,-2.5011212077589375,0.012380079962673207,-11.012057254476062,-1.6430678301010064,0.10036889994095777,0.00014367816091954023,3.8017491435230113,False,False
Donchian breakout,JPM,72.0,0.4911694510739857,-13.941477793385124,0.3071049110491475,0.7018389436765345,-0.39473403262738704,-12.050795619888095,-1.8438657132419736,0.0652027130012165,-16.78201881270713,-1.6278638685716265,0.1035537541902305,0.00014367816091954023,3.8017491435230113,False,False
Turtle breakout,JPM,72.0,0.4911694510739857,-13.941477793385124,0.3071049110491475,0.7018389436765345,-0.39473403262738704,-12.050795619888095,-1.8438657132419736,0.0652027130012165,-16.78201881270713,-1.6278638685716265,0.1035537541902305,0.00014367816091954023,3.8017491435230113,False,False
SMA crossover,AAPL,49.0,0.6412887828162291,-11.446322097104236,0.6087806776456242,0.87676848310913,-0.26798780546350587,-9.631731678850267,-1.7525009154800344,0.07968771258480345,-14.172543663357958,-1.623121796573575,0.1045633710198719,0.00014367816091954023,3.8017491435230113,False,False
Faber TAA,GLD,63.0,0.5911694510739857,-3.424373406138782,0.7473326735644913,0.9492956056479085,-0.2019629320834172,-2.2363607571260227,-0.6199627665445034,0.5352823005336114,-5.209231119559982,-1.6103285871654283,0.10732614155842146,0.00014367816091954023,3.8017491435230113,False,False
Time-series momentum,KO,61.5,0.790453460620525,-7.112278475902162,0.2950661618323506,0.5980152216433454,-0.3029490598109948,-7.11843604664528,-3.6394374326718175,0.0002732343139668636,-7.103027406356797,-1.609614460800422,0.10748204930366079,0.00014367816091954023,3.8017491435230113,False,False
52-week high,IWM,157.0,0.241527446300716,-14.684995626419663,-0.29941161150328965,0.5090921025975671,-0.8085037141008568,-14.146566093858281,-2.470493657394112,0.013492671160705072,-15.493926495232015,-1.608349570694367,0.10775863970449295,0.00014367816091954023,3.8017491435230113,False,False
Volatility breakout,XOM,125.0,0.4372315035799523,-7.639306415760787,0.3267929421122112,0.6889250736096219,-0.36213213149741064,-2.4383737119407436,-0.4953958738711807,0.6203207067200689,-15.453133028728178,-1.6030982874413615,0.10891295605979723,0.00014367816091954023,3.8017491435230113,False,False
52-week high,GLD,96.0,0.14653937947494033,-6.397845761981673,0.8113391424318195,0.9492956056479085,-0.137956463216089,-4.183890392519225,-0.9002623577358562,0.36798064812996856,-9.724069032111935,-1.5981263238585643,0.110014866270437,0.00014367816091954023,3.8017491435230113,False,False
Regime-filtered trend,KO,61.5,0.4945107398568019,-7.8617354791027605,0.15874749617644768,0.5980152216433454,-0.43926772546689774,-6.246045951302969,-1.7911006218754397,0.07327714939814589,-10.289130438730282,-1.5930405528621643,0.11115109392311284,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,AAPL,67.0,0.36754176610978523,-16.237508441884767,0.6901276343066789,0.87676848310913,-0.18664084880245113,-15.898855435158238,-2.2400205636126467,0.025089587901981236,-16.74629715868119,-1.5810242109026473,0.11387250206846211,0.00014367816091954023,3.8017491435230113,False,False
52-week high,SPY,162.5,0.5033412887828163,-12.003039640980218,0.6354361683892797,0.8195964811093545,-0.18416031272007471,-12.399362576701018,-2.9927757834940962,0.002764527687364904,-11.407608229189412,-1.5800226553346626,0.11410167827922546,0.00014367816091954023,3.8017491435230113,False,False
Day of week,JNJ,784.0,0.18711217183770884,-10.933733787148718,0.3391374763423992,0.6971368036331438,-0.3579993272907446,-10.988202563702398,-2.5401154221608646,0.011081589098749234,-10.851900469924995,-1.5756960853946813,0.11509586005038086,0.00014367816091954023,3.8017491435230113,False,False
Walk-forward logistic,GLD,449.0,0.22887828162291168,-7.35276359019392,0.863386754481025,0.9492956056479085,-0.08590885116688352,-5.6398293040149445,-1.3545157323994703,0.1755718976315257,-9.926258052404267,-1.5755525591883623,0.1151289566414122,0.00014367816091954023,3.8017491435230113,False,False
SMA crossover,QQQ,40.5,0.7066825775656325,-9.95014850424876,0.6347736691344914,0.8819074032771961,-0.24713373414270468,-9.231470699397294,-2.646626664763694,0.008129905205359833,-11.029882482266345,-1.5746765239459852,0.11533112930576905,0.00014367816091954023,3.8017491435230113,False,False
Turn of month,MSFT,200.0,0.2863961813842482,-17.32523071760553,0.4741857872671336,0.758518520439947,-0.28433273317281343,-18.533822813973057,-2.9984139709684334,0.0027138876357282182,-15.509454658845465,-1.568097262917653,0.11685843522498685,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,JPM,52.0,0.23269689737470167,-14.434401149305806,0.37552133668680315,0.7018389436765345,-0.3263176069897314,-12.662785428340031,-1.7086171810709256,0.08752188401125527,-17.096057982178518,-1.5543755043617131,0.12009487273318742,0.00014367816091954023,3.8017491435230113,False,False
Volatility breakout,IWM,128.0,0.4840095465393795,-9.812610355032735,0.022281090423628202,0.5090921025975671,-0.4868110121739389,-7.757947368263713,-1.5190646431355068,0.12874622535749802,-12.899514424163014,-1.547869299766005,0.1216537674400282,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,JNJ,53.0,0.27852028639618137,-9.275844181925894,0.34549850955208117,0.6971368036331438,-0.3516382940810626,-8.743976503113847,-2.1671360376735556,0.030224482756631144,-10.074916590654864,-1.5446228897849779,0.12243750624576011,0.00014367816091954023,3.8017491435230113,False,False
SMA crossover,KO,50.5,0.6210023866348449,-7.9161012201050385,0.26823199837607625,0.5980152216433454,-0.32978322326726917,-7.862017782931274,-2.778820028460227,0.005455674262691446,-7.997355607495728,-1.5354900235382969,0.124663505799679,0.00014367816091954023,3.8017491435230113,False,False
Gap fade,QQQ,498.0,0.13174224343675417,-20.946678401823764,0.32872179966541254,0.8819074032771961,-0.5531856036117835,-23.414311064002813,-4.050669574458815,5.107128300219088e-05,-17.23933303421306,-1.5353771137676047,0.12469122206776984,0.00014367816091954023,3.8017491435230113,False,False
ADX trend,XOM,50.0,0.18090692124105012,-8.06504025924001,0.34909758639770033,0.6889250736096219,-0.3398274872119215,-2.275149994806781,-0.4119806247293095,0.680353624596316,-16.76371051912626,-1.5314016075772767,0.12567016704112444,0.00014367816091954023,3.8017491435230113,False,False
MACD trend,SPY,176.0,0.5047732696897375,-8.764839082102442,0.5803018794779948,0.8195964811093545,-0.23929460163135963,-8.092418653831087,-2.1180060240258287,0.03417455751106302,-9.775076463884076,-1.5296395429889333,0.1261059758639549,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,AAPL,62.0,0.3551312649164678,-15.189545954620872,0.6511590924138904,0.87676848310913,-0.22560939069523966,-15.7346887537095,-2.265326208140527,0.02349266891101731,-14.370529144759534,-1.5291861122591373,0.12621831242474046,0.00014367816091954023,3.8017491435230113,False,False
Z-score mean reversion,MSFT,68.0,0.12028639618138424,-13.450759037021514,0.46898177179722267,0.758518520439947,-0.2895367486427244,-12.270565307040497,-1.8741466120219255,0.06091022025629167,-15.223869688695501,-1.5222072000616775,0.12795717160999764,0.00014367816091954023,3.8017491435230113,False,False
SMA crossover,GLD,41.5,0.5393794749403341,-2.5928105410378115,0.7484339099073167,0.9492956056479085,-0.20086169574059176,-0.2957157910215628,-0.08640303904012064,0.9311460311626161,-6.0439415424063085,-1.5220700712898332,0.12799152415341553,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,SPY,217.5,0.6615751789976133,-10.009875147817063,0.5937779084387204,0.8195964811093545,-0.2258185726706341,-9.972665683041836,-2.61914126337245,0.008815143502398204,-10.065778256484744,-1.5164779963288024,0.12939853004698998,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,IWM,230.0,0.5622911694510739,-11.697895679468362,0.05708334755306033,0.5090921025975671,-0.45200875504450677,-11.278305701944175,-2.2495991733980953,0.024474400979987765,-12.328283250240961,-1.510837629160196,0.13082982491412198,0.00014367816091954023,3.8017491435230113,False,False
Turtle breakout,JNJ,72.0,0.46968973747016707,-8.893959852469814,0.3784236045618542,0.6971368036331438,-0.3187131990712896,-8.606805622634205,-2.230981885083042,0.0256823289694752,-9.32537734831005,-1.5092985239696564,0.13122251175718058,0.00014367816091954023,3.8017491435230113,False,False
Donchian breakout,JNJ,72.0,0.46968973747016707,-8.893959852469814,0.3784236045618542,0.6971368036331438,-0.3187131990712896,-8.606805622634205,-2.230981885083042,0.0256823289694752,-9.32537734831005,-1.5092985239696564,0.13122251175718058,0.00014367816091954023,3.8017491435230113,False,False
ADX trend,JNJ,61.0,0.24701670644391407,-10.421150507976991,0.3930942476210093,0.6971368036331438,-0.3040425560121345,-10.416944439407901,-2.3976575344884634,0.016500284052873404,-10.427469661173678,-1.5067277796427234,0.13188044792848186,0.00014367816091954023,3.8017491435230113,False,False
Time-series momentum,JNJ,49.5,0.7610978520286397,-5.586253177819823,0.4360711295921406,0.6971368036331438,-0.26106567404100317,-4.836200721916831,-1.9568375676237704,0.05036656867149625,-6.71312410171231,-1.5049646405595967,0.13233316776721704,0.00014367816091954023,3.8017491435230113,False,False
Time-series momentum,GLD,45.5,0.5883054892601431,-2.894537622556668,0.8000351328000461,0.9492956056479085,-0.14926047284786237,-2.4565975342149904,-0.6693395865678446,0.5032788798895491,-3.552494206893181,-1.500715821590762,0.1334290790825272,0.00014367816091954023,3.8017491435230113,False,False
Buy the dip,NVDA,130.5,0.6675417661097852,-9.155250651775413,1.1793429150466257,1.3108354985960402,-0.1314925835494145,-5.036519302148206,-0.7982308943657669,0.4247365122164046,-15.343189328186657,-1.4958690969313733,0.13468777080737615,0.00014367816091954023,3.8017491435230113,False,False
Z-score mean reversion,JNJ,73.0,0.15513126491646778,-9.074227884470611,0.3892288813318469,0.6971368036331438,-0.3079079223012969,-8.850859781993249,-2.117594861672777,0.034209393724792925,-9.409813773198545,-1.4881921207469537,0.1367002345884234,0.00014367816091954023,3.8017491435230113,False,False
Turn of month,XOM,200.0,0.2863961813842482,-8.077155032103157,0.37771202392096437,0.6889250736096219,-0.3112130496886575,-2.9927747158888933,-0.627928081367618,0.5300510541952956,-15.71587456333307,-1.4782035958974653,0.13935329172339017,0.00014367816091954023,3.8017491435230113,False,False
Time-series momentum,MSFT,28.5,0.7976133651551313,-5.556206744926692,0.5329572374927222,0.758518520439947,-0.22556128294722488,-2.915765833768654,-0.9718349517333211,0.33113266471768465,-9.523177408942502,-1.4703912300095574,0.1414558252301883,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,XOM,36.0,0.1928400954653938,-7.838722357569029,0.39725133113798594,0.6889250736096219,-0.2916737424716359,-2.1411336728108776,-0.393723011869552,0.6937855498449195,-16.398719694586205,-1.4690276520304135,0.14182528919365112,0.00014367816091954023,3.8017491435230113,False,False
MACD trend,JPM,161.0,0.5085918854415274,-10.418989662943348,0.41109721082117673,0.7018389436765345,-0.2907417328553578,-8.529703210541758,-1.4300343773051485,0.15270715271654667,-13.25743376556581,-1.4570664747080917,0.14509803154594536,0.00014367816091954023,3.8017491435230113,False,False
Bollinger reversion,KO,71.0,0.1954653937947494,-5.9766079813637845,0.24692176680388014,0.5980152216433454,-0.3510934548394653,-3.9120480454273743,-0.955027082994913,0.3395640011601446,-9.078381122869203,-1.45048043473774,0.1469245913037467,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,MSFT,51.5,0.2909307875894988,-14.92996951269798,0.5963478773603007,0.758518520439947,-0.16217064307964635,-14.471234700229294,-2.2977315505712137,0.021577072685915466,-15.619167871932582,-1.4471384659654694,0.14785814652116236,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,JPM,195.5,0.5704057279236276,-12.681945054101535,0.4169813718149551,0.7018389436765345,-0.28485757186157945,-11.920835403236337,-1.8300621111704813,0.06724065172693505,-13.82542819145277,-1.4462521695157835,0.14810648595616893,0.00014367816091954023,3.8017491435230113,False,False
Z-score mean reversion,IWM,85.5,0.15178997613365156,-7.4611117444483215,0.08631336372766828,0.5090921025975671,-0.4227787388698988,-4.468565382646009,-0.8685466464936608,0.38509514776906206,-11.957081935567093,-1.437807399225212,0.1504887093592906,0.00014367816091954023,3.8017491435230113,False,False
RSI mean reversion,IWM,19.0,0.13365155131264916,-10.922902416294647,0.11843716065108303,0.5090921025975671,-0.3906549419464841,-10.68927138703295,-2.046585255615898,0.04069882375310341,-11.273907218321627,-1.4361786816448692,0.15095150357165732,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,MSFT,187.5,0.5804295942720764,-14.326508901990707,0.5237975398422063,0.758518520439947,-0.2347209805977407,-14.716608888533193,-2.9145320632868406,0.0035622221461881765,-13.740426783618934,-1.4265008960940857,0.1537238084329129,0.00014367816091954023,3.8017491435230113,False,False
Volatility-targeted trend,IWM,48.94385032839596,0.5795714014925356,-10.37839811051348,0.16122402530687976,0.5090921025975671,-0.34786807729068736,-9.864280124036961,-2.176772863776565,0.029497518686156354,-11.150803568093197,-1.4226741175756312,0.15483064701177662,0.00014367816091954023,3.8017491435230113,False,False
Adaptive channel,IWM,198.0,0.08042959427207637,-12.780927830110771,-0.14098938667501137,0.5090921025975671,-0.6500814892725785,-11.918086646952696,-1.9880202429495448,0.04680945121076574,-14.077251351999998,-1.4187782017033672,0.15596368971676977,0.00014367816091954023,3.8017491435230113,False,False
Regime-filtered trend,NVDA,69.0,0.5505966587112172,-19.54449594652826,1.3358884290286186,1.3108354985960402,0.02505293043257839,-18.707729161994273,-1.8483550686004562,0.06455099413667842,-20.8016455660641,-1.4161616555268028,0.15672817969002883,0.00014367816091954023,3.8017491435230113,False,False
Regime-filtered trend,IWM,51.5,0.5899761336515513,-12.023964628242444,0.13512308052611804,0.5090921025975671,-0.37396902207144905,-12.679471230968323,-2.659172616160226,0.007833281814834558,-11.039138400132774,-1.398796643016343,0.16187397327560893,0.00014367816091954023,3.8017491435230113,False,False
Gap fade,IWM,516.0,0.14200477326968974,-17.76035743894254,-0.20079761343488173,0.5090921025975671,-0.7098897160324489,-18.745342270284198,-2.861566808563506,0.00421552647152601,-16.2805265842088,-1.3977510631971426,0.16218783441854745,0.00014367816091954023,3.8017491435230113,False,False
Bollinger reversion,IWM,83.5,0.2171837708830549,-7.3039574880589,0.14166672981283843,0.5090921025975671,-0.36742537278472864,-4.9246070283232575,-1.0302862314800467,0.30287566044714964,-10.878668602894706,-1.392729894445517,0.16370148505132853,0.00014367816091954023,3.8017491435230113,False,False
Golden cross,SPY,7.5,0.7992840095465393,-5.083863572034524,0.62738764359372,0.8195964811093545,-0.19220883751563445,-4.557184843891046,-1.6149771211115278,0.10631564953510941,-5.8751401558343135,-1.3907916558118971,0.16428861412652918,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,JNJ,197.5,0.537708830548926,-8.089938777899453,0.44595991910989813,0.6971368036331438,-0.25117688452324566,-8.066803534039929,-2.24777768061973,0.024590369762550246,-8.12469692503608,-1.3903494503434186,0.16442278847447112,0.00014367816091954023,3.8017491435230113,False,False
Volatility-targeted trend,MSFT,43.46554510417749,0.5084412665515136,-10.60929565718396,0.7745347978449564,0.758518520439947,0.016016277405009327,-9.19539324702246,-1.9680006748155001,0.04906796006626157,-12.733527772808914,-1.3901829084967725,0.16447334212872144,0.00014367816091954023,3.8017491435230113,False,False
Ensemble vote,KO,210.5,0.5572792362768496,-8.264020661062018,0.28719197154039344,0.5980152216433454,-0.310823250102952,-8.08609707874583,-2.453683346293465,0.01414014350695969,-8.531331180491653,-1.3823558693079612,0.16686245925047016,0.00014367816091954023,3.8017491435230113,False,False
VWAP reversion,JPM,89.0,0.22983293556085918,-11.343168624254508,0.45375261534684935,0.7018389436765345,-0.2480863283296852,-10.886981297864896,-1.7553160364850502,0.07920526494936153,-12.028539667187529,-1.3812337579615497,0.16720709827444624,0.00014367816091954023,3.8017491435230113,False,False
Stochastic reversion,XOM,78.0,0.44009546539379474,-6.590647394959438,0.4356494983239605,0.6889250736096219,-0.25327557528566136,-2.5875845754769258,-0.624519752914652,0.5322863020912003,-12.604806887790096,-1.3810640616333887,0.16725926438326577,0.00014367816091954023,3.8017491435230113,False,False
Time-series momentum,JPM,39.5,0.7195704057279236,-8.834298212479135,0.44996409398030207,0.7018389436765345,-0.2518748496962325,-6.6787752453669995,-1.1317337398356677,0.2577463921283627,-12.072733255661348,-1.3801788884027,0.16753157250210982,0.00014367816091954023,3.8017491435230113,False,False
52-week high,MSFT,154.0,0.2477326968973747,-17.84036270194153,0.7955117076980625,0.758518520439947,0.0369931872581154,-19.41875236146597,-2.979794894576748,0.002884414449225714,-15.469006672249785,-1.3770552393463007,0.16849517000165992,0.00014367816091954023,3.8017491435230113,False,False
Volatility breakout,MSFT,127.5,0.4847255369928401,-15.603164304504505,0.5652515063355363,0.758518520439947,-0.19326701410441072,-17.169380444653836,-3.0899249229798307,0.0020020709571619832,-13.25009764233272,-1.3662255631160065,0.1718681763030545,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,JPM,63.0,0.32673031026252985,-12.959785176057842,0.5209430216672225,0.7018389436765345,-0.18089592200931204,-11.8320264773395,-1.644269531351313,0.10012054003592752,-14.654117988051055,-1.3613019583731674,0.17341828437424822,0.00014367816091954023,3.8017491435230113,False,False
MACD trend,XOM,164.0,0.5274463007159904,-6.664377556350642,0.44922761324072313,0.6889250736096219,-0.23969746036889872,-3.2182346189547344,-0.7203782776799494,0.47129212075721827,-11.841826473644977,-1.348576845114236,0.17747292216126098,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,IWM,59.0,0.27422434367541765,-11.42690440573514,0.09310311002327598,0.5090921025975671,-0.4159889925742911,-10.923369939482495,-1.9541596477977468,0.050682339800725895,-12.183409293802882,-1.3331600219436666,0.18247929564833854,0.00014367816091954023,3.8017491435230113,False,False
Absolute momentum with trend filter,JPM,57.5,0.6484486873508353,-9.04174346028839,0.48736521787564596,0.7018389436765345,-0.21447372580088858,-6.645942634064267,-1.050027231244539,0.2937055929772061,-12.641169432781624,-1.3325268299185251,0.18268713108459123,0.00014367816091954023,3.8017491435230113,False,False
Volatility breakout,QQQ,134.0,0.5525059665871122,-11.799243708687303,0.8128038102040387,0.8819074032771961,-0.06910359307315739,-12.553018962277163,-2.7045454354523892,0.006839791513592708,-10.66677969269059,-1.327893919409127,0.1842131537802696,0.00014367816091954023,3.8017491435230113,False,False
Regime-filtered trend,XOM,71.5,0.4405727923627685,-8.81600649319654,0.46570219519787304,0.6889250736096219,-0.22322287841174882,-5.872659276368291,-1.2007105050999922,0.22986351770258961,-13.238060406173267,-1.3221380343895826,0.1861221906038999,0.00014367816091954023,3.8017491435230113,False,False
Regime-filtered trend,SPY,39.5,0.6789976133651552,-6.945760411088392,0.6999153712530095,0.8195964811093545,-0.11968110985634495,-6.005562188711204,-1.656578340362091,0.09760475440824745,-8.358304335388649,-1.3094647840461942,0.1903769591601976,0.00014367816091954023,3.8017491435230113,False,False
Price vs moving average,KO,73.5,0.7212410501193317,-6.4274458268058225,0.35022122976121195,0.5980152216433454,-0.24779399188213347,-6.188007638390245,-2.3695178259108163,0.017811296468756233,-6.787175243690638,-1.3076842718665707,0.19098042017328476,0.00014367816091954023,3.8017491435230113,False,False
ADX trend,IWM,50.0,0.13866348448687352,-11.211309322590678,0.08749531477218193,0.5090921025975671,-0.4215967878253852,-10.358251163227322,-1.7568589696855348,0.07894185073460869,-12.492934932386879,-1.3045520574675753,0.19204542234254363,0.00014367816091954023,3.8017491435230113,False,False
Gap fade,XOM,606.5,0.17684964200477327,-12.434403093247216,0.14760476196966965,0.6889250736096219,-0.5413203116399522,-7.863318661848708,-1.2708262028651005,0.2037904847259524,-19.30195228378918,-1.3002294297907144,0.19352234677698377,0.00014367816091954023,3.8017491435230113,False,False
Gap fade,MSFT,600.0,0.16801909307875895,-23.341731042913196,0.28624692797226914,0.758518520439947,-0.4722715924676779,-27.07076946029489,-3.5905672197879306,0.0003299591186036732,-17.73926293077761,-1.2993915519033283,0.1938095894422902,0.00014367816091954023,3.8017491435230113,False,False
Turn of month,JPM,200.0,0.2863961813842482,-10.726969887677749,0.5179095869523421,0.7018389436765345,-0.18392935672419242,-8.87626293402694,-1.3268911691781542,0.18454468597755058,-13.507452556991833,-1.2938101985279036,0.1957309890908423,0.00014367816091954023,3.8017491435230113,False,False
Absolute momentum with trend filter,NVDA,31.5,0.6821002386634845,-9.313430833162286,1.231963680046686,1.3108354985960402,-0.07887181854935421,-6.073098474972558,-0.6691257112256223,0.5034152899922575,-14.18167210009608,-1.2923910099807177,0.19622176845125905,0.00014367816091954023,3.8017491435230113,False,False
Donchian breakout,AAPL,62.0,0.49689737470167067,-10.77186965156193,0.8017835920418316,0.87676848310913,-0.07498489106729844,-9.400167920577363,-1.4117160952666252,0.15803357224285097,-12.832699910478409,-1.2881758163894237,0.1976847682959919,0.00014367816091954023,3.8017491435230113,False,False
