strategy,symbol,sessions,trades,trades_per_session,win_rate,expectancy_pct,expectancy_bps,gross_bps,cost_bps,payoff_ratio,profit_factor,t_stat,p_value,kelly,suggested_size,stdev_pct,trades_needed,avg_bars_held,bonferroni_t_bar,clears_bar
Ensemble vote,SPY,383,546,1.4255874673629243,0.25824175824175827,-0.013482163997781111,-1.3482163997781111,0.241783600221889,1.59,1.826481512791088,0.6358861563050455,-2.2976105039371273,0.021583967285610406,0.0,0.0,0.13711327964226658,,1.4267399267399268,3.3840362518645586,False
Ensemble vote,QQQ,383,520,1.3577023498694516,0.2519230769230769,-0.023720292824722187,-2.372029282472219,-0.25202928247221856,2.12,1.6303119194039744,0.5490253507504387,-3.2784454412830426,0.0010438053964736405,0.0,0.0,0.164988531542067,,1.4596153846153845,3.3840362518645586,False
Ensemble vote,IWM,383,576,1.5039164490861618,0.2829861111111111,-0.017244430637659337,-1.7244430637659336,0.3755569362340663,2.1,1.664612049071892,0.6569776368007709,-2.221489250712176,0.02631784196928244,0.0,0.0,0.18630129998204797,,1.5520833333333333,3.3840362518645586,False
Ensemble vote,AAPL,383,497,1.2976501305483028,0.26156941649899396,-0.04088796984956131,-4.088796984956131,-0.08879698495613132,4.0,1.4365132374788339,0.5088466508780611,-4.676745934523716,2.914629969374971e-06,0.0,0.0,0.1949081344495514,,1.511066398390342,3.3840362518645586,False
Ensemble vote,NVDA,209,268,1.2822966507177034,0.2947761194029851,-0.03956861607687405,-3.956861607687405,0.04313839231259541,4.0,1.4671000530486134,0.6132322973060341,-2.520967341638691,0.011703271348032729,0.0,0.0,0.2569514296630799,,1.5223880597014925,3.3840362518645586,False
Ensemble vote,ALL,1741,2407,1.382538770821367,0.26755297050270044,-0.02515758869246781,-2.515758869246781,0.07673801484129543,,1.5968167424486104,0.5832955088694867,-6.723030203976928,1.779820735237081e-11,0.0,0.0,0.18358702965093981,,1.4918986289987537,3.3840362518645586,False
Keltner breakout,SPY,383,121,0.31592689295039167,0.4380165289256198,0.07469980796254957,7.469980796254958,9.059980796254958,1.59,2.542303373483713,1.9815011587446587,1.1719379875600018,0.24122195416490388,0.2169636534364545,0.05424091335911362,0.7011445113225117,691.0,16.0,3.3840362518645586,False
Keltner breakout,QQQ,383,92,0.2402088772845953,0.33695652173913043,0.07024712643669251,7.02471264366925,9.144712643669251,2.12,3.1151619520474614,1.5831150903847753,0.7058287589840114,0.48029463512141346,0.12411253851537546,0.031028134628843865,0.9546037310017161,1448.0,14.173913043478262,3.3840362518645586,False
Keltner breakout,IWM,383,98,0.2558746736292428,0.42857142857142855,0.07783219573162219,7.783219573162219,9.883219573162219,2.1,1.9876487491661856,1.490736561874639,0.837305298800392,0.4024209815687585,0.14108171406916326,0.035270428517290814,0.9202132467744527,1096.0,13.846938775510203,3.3840362518645586,False
Keltner breakout,AAPL,383,89,0.23237597911227154,0.34831460674157305,-0.06090657209702081,-6.090657209702081,-2.090657209702081,4.0,1.3704460341547668,0.7324797768758237,-0.9806235938885829,0.32677839493335514,0.0,0.0,0.5859449594752701,,11.50561797752809,3.3840362518645586,False
Keltner breakout,NVDA,209,38,0.18181818181818182,0.39473684210526316,0.29190504852981136,29.190504852981135,33.190504852981135,4.0,3.0405647893305208,1.9829770365199049,0.8500708215972181,0.3952857127632625,0.19567410217660497,0.04891852554415124,2.116792534195596,413.0,13.210526315789474,3.3840362518645586,False
Keltner breakout,ALL,1741,438,0.25157955198161974,0.3926940639269406,0.06575496462292503,6.575496462292503,9.08972020658474,,2.207523396440705,1.4274211435631627,1.397982243286301,0.16211839948730633,0.11758670286691847,0.029396675716729617,0.9843826454099884,1758.0,13.979452054794521,3.3840362518645586,False
MACD trend,SPY,383,727,1.8981723237597912,0.33012379642365886,-0.00800152468234363,-0.800152468234363,0.7898475317656367,1.59,1.8178200857762454,0.8958456274872667,-0.6473633800167761,0.5173967906231969,0.0,0.0,0.33326662702575294,,9.822558459422284,3.3840362518645586,False
MACD trend,QQQ,383,736,1.9216710182767625,0.31657608695652173,-0.01681172761076326,-1.681172761076326,0.43882723892367437,2.12,1.7984162233049665,0.8330635785885829,-1.1493622243228403,0.25040664989762207,0.0,0.0,0.3968207126688624,,9.574728260869565,3.3840362518645586,False
MACD trend,IWM,383,718,1.8746736292428199,0.3802228412256267,-0.0016156460280252224,-0.16156460280252224,1.9384353971974775,2.1,1.6055125469423974,0.9849548883489315,-0.09746946183096435,0.922353584661662,0.0,0.0,0.4441604364839656,,10.275766016713092,3.3840362518645586,False
MACD trend,AAPL,383,730,1.9060052219321149,0.32465753424657534,-0.03597724686650223,-3.597724686650223,0.40227531334977795,4.0,1.595445585298151,0.7669789122021538,-2.2585805584478873,0.023909488290009273,0.0,0.0,0.43038167434385816,,10.156164383561643,3.3840362518645586,False
MACD trend,NVDA,209,393,1.8803827751196172,0.3435114503816794,-0.004585134038828976,-0.4585134038828976,3.5414865961171014,4.0,1.8636507807435565,0.9751661062030238,-0.11844772359668604,0.9057129139308089,0.0,0.0,0.7673996427241397,,9.94147582697201,3.3840362518645586,False
MACD trend,ALL,1741,3304,1.8977599080987937,0.3383777239709443,-0.014351065890894098,-1.4351065890894097,1.2029230719275394,,1.7189761668264407,0.8791470057236784,-1.786490815575937,0.07401982300039611,0.0,0.0,0.46174626369417565,,9.95369249394673,3.3840362518645586,False
RSI mean reversion,SPY,383,173,0.4516971279373368,0.5433526011560693,-0.06101310119885592,-6.101310119885592,-4.51131011988559,1.59,0.5681029565395068,0.6759706065153626,-1.4478936885555096,0.1476467850495229,0.0,0.0,0.5542548174813587,,30.22543352601156,3.3840362518645586,False
RSI mean reversion,QQQ,383,189,0.4934725848563969,0.6190476190476191,-0.008680176897715648,-0.8680176897715648,1.2519823102284358,2.12,0.5909484624968461,0.9602912515573749,-0.1700014871291223,0.8650089671151748,0.0,0.0,0.7019509361558068,,31.312169312169313,3.3840362518645586,False
RSI mean reversion,IWM,383,190,0.4960835509138381,0.531578947368421,-0.044096700428802725,-4.409670042880273,-2.309670042880271,2.1,0.7251806152578857,0.8229577768656905,-0.874100018765231,0.38206378728716994,0.0,0.0,0.6953793106829667,,32.63157894736842,3.3840362518645586,False
RSI mean reversion,AAPL,383,180,0.4699738903394256,0.49444444444444446,-0.09907741234905934,-9.907741234905934,-5.907741234905934,4.0,0.7118596952411899,0.6962144272139109,-1.4507164666673196,0.1468588282749499,0.0,0.0,0.9162803379059401,,36.26111111111111,3.3840362518645586,False
RSI mean reversion,NVDA,209,101,0.48325358851674644,0.6237623762376238,0.1398733052142556,13.987330521425559,17.987330521425562,4.0,0.8382895357933691,1.389795809341638,1.1017583509668163,0.2705667415477504,0.17494653433844076,0.04373663358461019,1.2758780715252205,653.0,31.534653465346533,3.3840362518645586,False
RSI mean reversion,ALL,1741,833,0.4784606547960942,0.5570228091236494,-0.029148767609524274,-2.9148767609524273,-0.27532093862349477,,0.7059292912413319,0.8876726047045473,-1.0309818308626226,0.30254934018760693,0.0,0.0,0.8160028710405663,,32.483793517406966,3.3840362518645586,False
SMA crossover,SPY,383,305,0.7963446475195822,0.4098360655737705,-0.019580208618760597,-1.9580208618760597,-0.36802086187605976,1.59,1.11619249019188,0.7751336737443612,-1.2674160668079302,0.20500655783677502,0.0,0.0,0.26980377761831087,,15.465573770491803,3.3840362518645586,False
