date,symbol,gap,prev_close,rank,status,rth_minutes
2021-03-18,UONE,0.11831939,5.95,5.0,ok,378.0
2021-03-19,AAME,0.20945787,4.54,1.0,ok,380.0
2021-03-19,ZKIN,0.19612312,8.77,2.0,ok,390.0
2021-03-19,ALEC,0.14214039,17.94,3.0,ok,386.0
2021-03-22,DYAI,0.53658533,5.33,1.0,ok,390.0
2021-03-22,MRKR,0.21487594,2.42,2.0,ok,390.0
2021-03-22,CETX,0.20302892,2.08,3.0,ok,388.0
2021-03-22,LODE,0.12318838,5.52,4.0,ok,386.0
2021-03-22,EDSA,0.1165756,5.49,5.0,ok,222.0
2021-03-23,BNTC,1.1630094,3.19,1.0,ok,390.0
2021-03-23,RKTO,0.40366971,2.18,2.0,ok,390.0
2021-03-23,ORMP,0.17908442,10.38,3.0,ok,383.0
2021-03-24,DLPN,0.583197,18.33,1.0,ok,386.0
2021-03-24,ZKIN,0.32275605,11.03,2.0,ok,389.0
2021-03-24,SLNH,0.19230771,13.0,3.0,ok,79.0
2021-03-24,PLBY,0.14863396,18.3,4.0,ok,376.0
2021-03-24,SOS,0.1466049,6.48,5.0,ok,390.0
2021-03-25,QNRX,0.6275072,3.49,1.0,ok,390.0
2021-03-25,QXO,0.11933935,6.21,2.0,ok,303.0
2021-03-25,JXG,0.105263114,3.61,3.0,ok,212.0
2021-03-25,TWAV,0.10277772,3.6,4.0,ok,236.0
2021-03-26,EEIQ,3.4650002,4.0,1.0,ok,284.0
2021-03-26,FRMM,0.68143106,5.87,2.0,ok,386.0
2021-03-26,FTFT,0.117533684,5.19,3.0,ok,389.0
2021-03-29,EEIQ,0.44516122,15.5,1.0,ok,364.0
2021-03-29,FLY,0.26188672,13.25,2.0,ok,389.0
2021-03-29,DLPN,0.18566036,13.25,3.0,ok,390.0
2021-03-29,TDUP,0.16732001,20.0,4.0,ok,359.0
2021-03-29,WKEY,0.13320208,15.24,5.0,ok,388.0
2021-03-30,MBRX,0.21891892,3.7,1.0,ok,387.0
2021-03-31,RKDA,0.43776834,2.33,1.0,ok,390.0
2021-03-31,TAOP,0.25248504,10.06,2.0,ok,387.0
2021-03-31,CLRO,0.1816647,3.08,3.0,ok,356.0
2021-03-31,OCGN,0.14814818,6.75,4.0,ok,390.0
2021-03-31,OPENW,0.11945033,9.46,5.0,ok,74.0
2021-04-01,UPC,0.33167088,4.01,1.0,ok,381.0
2021-04-01,FTFT,0.29193544,6.2,2.0,ok,386.0
2021-04-01,SNOA,0.26379538,7.43,3.0,ok,386.0
2021-04-01,MPU,0.18309855,3.55,4.0,ok,334.0
2021-04-01,UAVS,0.17891371,6.26,5.0,ok,390.0
2021-04-05,GENI,0.22392833,15.63,1.0,ok,390.0
2021-04-05,VVOS,0.15238094,7.35,2.0,ok,336.0
2021-04-05,IRD,0.12068963,6.38,3.0,ok,290.0
2021-04-06,ERNA,0.7880086,4.67,1.0,ok,390.0
2021-04-06,MPU,0.17698348,11.47,2.0,ok,386.0
2021-04-06,AEHL,0.1555556,3.15,3.0,ok,245.0
2021-04-06,EVAX,0.14999998,5.2,4.0,ok,147.0
2021-04-06,INVZ,0.14974356,9.75,5.0,ok,367.0
2021-04-07,ASTC,0.30733943,2.18,1.0,ok,390.0
2021-04-07,SOS,0.2955556,4.5,2.0,ok,390.0
2021-04-07,CBAT,0.15338647,5.02,3.0,ok,389.0
2021-04-07,TULP,0.10866141,6.35,4.0,ok,359.0
2021-04-07,GRAB,0.101621985,12.7,5.0,ok,388.0
2021-04-08,IMMP,0.13836467,3.18,1.0,ok,386.0
2021-04-08,HYFT,0.114548445,11.96,2.0,ok,174.0
2021-04-08,APRE,0.113223076,4.84,3.0,ok,383.0
2021-04-09,CELC,0.54297686,14.31,1.0,ok,385.0
2021-04-09,GURE,0.20322585,4.65,2.0,ok,321.0
2021-04-09,SOHU,0.16201925,16.64,3.0,ok,369.0
2021-04-12,ZDGE,0.12670708,13.49,1.0,ok,311.0
2021-04-13,RIGL,0.13268614,3.09,1.0,ok,389.0
2021-04-13,VTVT,0.10894942,2.57,2.0,ok,390.0
2021-04-13,EVGN,0.10569477,4.39,3.0,ok,354.0
2021-04-13,CAN,0.10197866,13.14,4.0,ok,390.0
2021-04-14,TV,0.14831042,10.12,1.0,ok,390.0
2021-04-15,TAOP,0.20611918,6.21,1.0,ok,388.0
2021-04-15,KXIN,0.13502109,2.37,2.0,ok,379.0
2021-04-15,INO,0.11085963,8.84,3.0,ok,390.0
2021-04-16,SBET,0.9094076,2.87,1.0,ok,390.0
2021-04-16,YI,0.10459876,11.09,2.0,ok,326.0
2021-04-19,CLNE,0.26481152,11.14,1.0,ok,390.0
2021-04-19,LFMD,0.12036109,9.97,2.0,ok,379.0
2021-04-19,CHAI,0.118967414,8.91,3.0,ok,85.0
2021-04-19,IDYA,0.103170395,18.61,4.0,ok,220.0
2021-04-20,QCLS,0.42217243,4.465,1.0,ok,373.0
2021-04-20,XXII,0.11549294,3.55,2.0,ok,389.0
2021-04-20,HIND,0.100806475,2.48,3.0,ok,379.0
2021-04-21,OCGN,0.20471013,5.52,1.0,ok,390.0
2021-04-21,INTT,0.1624738,9.54,2.0,ok,359.0
2021-04-22,FIRY,0.15966582,16.76,1.0,ok,390.0
2021-04-22,OPENW,0.15689147,6.82,2.0,ok,74.0
2021-04-22,MVIS,0.12441981,12.495,3.0,ok,390.0
2021-04-22,BNGO,0.10998309,5.91,4.0,ok,390.0
2021-04-23,SYPR,0.28825617,2.81,1.0,ok,390.0
2021-04-23,NTRP,0.105919,3.21,2.0,ok,316.0
2021-04-26,OCGN,0.14849436,9.63,1.0,ok,390.0
2021-04-26,VYGR,0.12740898,4.67,2.0,ok,389.0
2021-04-26,MVIS,0.11240959,17.97,3.0,ok,390.0
2021-04-27,ALDX,0.1602161,11.11,1.0,ok,390.0
2021-04-27,SLNH,0.12774193,7.75,2.0,ok,334.0
2021-04-27,NNDM,0.11178613,8.23,3.0,ok,390.0
2021-04-28,DFTX,0.114427805,4.02,1.0,ok,390.0
2021-04-28,BOXL,0.10245907,2.44,2.0,ok,390.0
2021-04-28,ABTC,0.10114944,4.35,3.0,ok,369.0
2021-04-29,WVVI,0.3444022,10.245,1.0,ok,390.0
2021-04-29,NOK,0.15719068,4.2,2.0,ok,390.0
2021-04-29,REI,0.112612605,2.22,3.0,ok,321.0
2021-04-29,EZPW,0.11132431,5.21,4.0,ok,318.0
2021-05-03,PALI,0.13666224,7.61,1.0,ok,326.0
2021-05-03,AIOS,0.11459029,15.01,2.0,ok,94.0
2021-05-04,BLRX,0.5329155,3.19,1.0,ok,374.0
2021-05-04,PRPO,0.2929293,4.95,2.0,ok,382.0
2021-05-04,CNSY,0.15769231,2.6,3.0,ok,389.0
2021-05-04,STIM,0.13300502,10.15,4.0,ok,386.0
2021-05-05,VERU,0.20229888,8.7,1.0,ok,390.0
2021-05-05,HAYW,0.1784426,19.39,2.0,ok,385.0
2021-05-05,OPLN,0.11026883,14.51,3.0,thin_session,
2021-05-05,CVGI,0.10962558,11.22,4.0,ok,320.0
2021-05-06,ALF,0.45810056,3.58,1.0,ok,389.0
2021-05-06,AMS,0.32957745,3.55,2.0,ok,378.0
2021-05-06,BRN,0.18642116,2.68,3.0,ok,376.0
2021-05-06,AIFC,0.12608695,6.9,4.0,ok,232.0
2021-05-06,JAN,0.12600732,6.9,5.0,no_minute_data,
2021-05-07,CMMB,0.17380345,19.85,1.0,ok,219.0
2021-05-07,OPENW,0.13692307,6.5,2.0,thin_session,
2021-05-07,GPRO,0.11015332,10.44,3.0,ok,390.0
2021-05-10,ALF,0.31891894,3.7,1.0,ok,386.0
2021-05-10,LEDS,0.26030183,7.95,2.0,ok,390.0
2021-05-10,SRTA,0.1183908,8.7,3.0,ok,331.0
2021-05-10,GTX,0.102778316,5.68,4.0,ok,297.0
2021-05-11,DDD,0.1412493,17.77,1.0,ok,390.0
2021-05-11,AVTX,0.13842535,2.54,2.0,ok,390.0
2021-05-11,ARQ,0.101511836,4.63,3.0,ok,272.0
2021-05-12,VTAK,0.23493981,3.32,1.0,ok,382.0
2021-05-12,FUBO,0.19864178,17.67,2.0,ok,390.0
2021-05-12,VANI,0.18400002,5.0,3.0,ok,390.0
2021-05-12,NERV,0.17488778,2.23,4.0,ok,390.0
2021-05-12,BMRA,0.16129029,3.41,5.0,ok,354.0
2021-05-13,PALI,0.2514286,5.25,1.0,ok,390.0
2021-05-13,NEGG,0.20364225,6.04,2.0,ok,300.0
2021-05-13,BRT,0.1496259,16.09,3.0,thin_session,
2021-05-13,COMP,0.11626291,14.45,4.0,ok,387.0
2021-05-14,BNGO,0.19478452,4.41,1.0,ok,390.0
2021-05-14,AEVA,0.18696892,7.06,2.0,ok,388.0
2021-05-14,FTFT,0.15953302,2.57,3.0,ok,339.0
2021-05-14,CRCT,0.1219331,20.0,4.0,ok,343.0
2021-05-14,LFMD,0.12135172,6.51,5.0,ok,388.0
2021-05-17,DBGI,0.2588235,3.4,1.0,ok,381.0
2021-05-17,DFTX,0.120743036,3.23,2.0,ok,388.0
2021-05-17,SMMT,0.115249634,5.41,3.0,ok,333.0
2021-05-18,ULBI,0.3384254,8.51,1.0,ok,390.0
2021-05-18,AGEN,0.29446697,3.26,2.0,ok,390.0
2021-05-19,LPTH,0.13675225,2.34,1.0,ok,388.0
2021-05-20,NEGG,0.47505426,9.22,1.0,ok,380.0
2021-05-20,CPSH,0.21775544,5.97,2.0,ok,384.0
2021-05-20,SPCE,0.19397795,17.27,3.0,ok,390.0
2021-05-20,VTGN,0.14347827,2.3,4.0,ok,390.0
2021-05-20,SLE,0.14174318,4.36,5.0,ok,381.0
2021-05-21,JZXN,0.3274932,7.42,1.0,ok,386.0
2021-05-21,ENVB,0.14403296,2.43,2.0,ok,388.0
2021-05-21,YALA,0.100877166,15.96,3.0,ok,387.0
2021-05-24,ZSTK,0.10153842,3.25,1.0,ok,220.0
2021-05-25,EDU,0.12566876,9.07,1.0,ok,390.0
2021-05-26,PVLA,0.3324468,3.76,1.0,ok,390.0
2021-05-26,INSE,0.13015878,9.45,2.0,ok,387.0
2021-05-26,RNAC,0.12605047,3.57,3.0,ok,380.0
2021-05-27,ABTS,0.22580647,16.43,1.0,ok,365.0
2021-05-27,ORGO,0.1828022,16.63,2.0,ok,388.0
2021-05-27,SOS,0.17484665,3.26,3.0,ok,390.0
2021-05-27,LNTH,0.16145563,19.51,4.0,ok,386.0
2021-05-27,BTBT,0.10497236,9.05,5.0,ok,387.0
2021-05-28,YEXT,0.21039796,12.31,1.0,ok,390.0
2021-05-28,ATNM,0.107569695,7.53,2.0,ok,247.0
2021-06-01,RZLT,0.3118974,10.33,1.0,ok,212.0
2021-06-01,BB,0.115193605,10.07,2.0,ok,390.0
2021-06-02,BB,0.11678195,11.56,1.0,ok,390.0
2021-06-03,JZXN,0.42265296,9.31,1.0,ok,343.0
2021-06-03,WKHS,0.24913192,11.52,2.0,ok,390.0
2021-06-03,BB,0.2419672,15.25,3.0,ok,390.0
2021-06-03,CLOV,0.14530897,8.74,4.0,ok,390.0
2021-06-03,VTAK,0.12634408,3.72,5.0,ok,385.0
2021-06-04,SENS,0.31219506,2.05,1.0,ok,390.0
2021-06-04,LEDS,0.24966896,15.1,2.0,ok,390.0
2021-06-04,NCTY,0.19744062,10.94,3.0,ok,390.0
2021-06-04,XERS,0.13974035,3.85,4.0,ok,390.0
2021-06-04,CLNE,0.11074567,9.12,5.0,ok,390.0
2021-06-07,VTAK,0.42008197,4.88,1.0,ok,386.0
2021-06-07,AREC,0.25446153,3.3,2.0,ok,390.0
2021-06-07,EOCN,0.17058825,3.4,3.0,ok,348.0
2021-06-07,BNGO,0.1222707,6.87,4.0,ok,390.0
2021-06-07,CLNE,0.12030077,9.31,5.0,ok,390.0
2021-06-08,CLOV,0.3955537,11.92,1.0,ok,390.0
2021-06-08,NEXT,0.23850572,3.48,2.0,ok,386.0
2021-06-08,PDSB,0.18723404,9.4,3.0,ok,384.0
2021-06-08,KRSA,0.14603174,3.15,4.0,ok,390.0
2021-06-08,AYTU,0.14506519,5.37,5.0,ok,388.0
