draw,n,mean_pct,median_pct,win_rate,avg_R,t
181,1924,0.8459456387438631,-1.6587126062158009,0.24272349272349272,0.25734053524014294,1.6443611920192427
182,1924,1.2509207298823002,-1.5315469801758574,0.25363825363825365,0.2905104553697873,2.688414147364623
183,1924,1.0143298274888473,-1.575653181820974,0.24740124740124741,0.30584299979607615,1.9833386501672305
184,1924,1.205730993620645,-1.6313363662789182,0.2520790020790021,0.6649390397251074,2.293586619211479
185,1924,0.9188229680785068,-1.6876812000542807,0.24636174636174638,0.40401220616517053,2.1333800242928858
186,1924,1.0072853874278336,-1.6669205879365656,0.23492723492723494,0.3989596889997937,2.251186543748098
187,1924,1.1417791747547485,-1.5676284727216439,0.24532224532224534,0.3513029787150695,2.4232761115774712
188,1924,1.3043389004988044,-1.5150983217185499,0.24896049896049896,0.25035998863037706,2.521634837889694
189,1924,1.5902366866794573,-1.6011553386820532,0.2520790020790021,0.4157291266030668,3.0227916203409495
190,1924,0.932386413027194,-1.5928588874419392,0.2520790020790021,0.3267910296810522,2.6472473981417757
191,1924,1.2823432494332487,-1.5286697834106466,0.24792099792099792,0.31830229811864524,2.4386299873040844
192,1924,1.0501143174423981,-1.5843624082308605,0.24012474012474014,0.21116247125725934,2.2167469570420044
193,1924,0.941766830340806,-1.6383212625760257,0.24532224532224534,0.4060152330933823,1.9405988358083297
194,1924,1.2037165489897028,-1.55200580481763,0.24896049896049896,0.544113298165759,2.5194052691457776
195,1924,1.283233580314223,-1.4883733809612831,0.2702702702702703,0.5224395531634599,3.4293134220943955
196,1924,1.116562801602344,-1.6380983067351529,0.24376299376299376,0.4373213152935382,2.4207087482039804
197,1924,1.0752466366353293,-1.6099306556507764,0.23648648648648649,0.30817789924692884,2.1836132837971256
198,1924,0.8747858043460275,-1.6070326762462728,0.2396049896049896,0.3308645114007373,1.7491456077963723
199,1924,1.2172738000129102,-1.6417143332405515,0.23648648648648649,0.5871333648260754,2.270523950888402
