label,leg,n,mean_bps,ann_ret_arith_pct,ann_ret_geom_pct,ann_vol_pct,sharpe,t,p,win_rate,start,end,period,universe,n_names
DIA,intraday,4265,0.6467115405254754,1.629713082124198,0.32790103979086105,16.139117232523045,0.10097907206721637,0.41542308146189505,0.6778322127290937,0.5235638921453692,1998-01-21,2014-12-31,pre2015,DIA,
DIA,total,4265,3.50383707909436,8.829669439317787,7.204531510189861,19.373277042042012,0.4557654040747207,1.8749971128514205,0.0607931207239949,0.5317702227432591,1998-01-21,2014-12-31,pre2015,DIA,
MDY,overnight,4950,6.922974684649204,17.445896205315993,18.26062313032827,11.54779082573084,1.5107561670101413,6.695711068308539,2.1462387422843676e-11,0.5745454545454546,1995-05-05,2014-12-31,pre2015,MDY,
MDY,intraday,4950,-1.4616350876095667,-3.683320420776108,-5.335883036750071,18.94934380263156,-0.19437720161394684,-0.8614848700893025,0.38897105061595827,0.5151515151515151,1995-05-05,2014-12-31,pre2015,MDY,
MDY,total,4950,5.445799906923248,13.723415765446584,11.95037460156214,22.034147273498018,0.6228249087702468,2.760376377297425,0.00577348040101322,0.547070707070707,1995-05-05,2014-12-31,pre2015,MDY,
XLK,overnight,4031,6.99693205942142,17.63226878974198,17.6559412034421,16.51474762123653,1.0676680742652351,4.270142666960676,1.9534796825038114e-05,0.5502356735301414,1998-12-23,2014-12-31,pre2015,XLK,
XLK,intraday,4031,-4.331870670915349,-10.916314090706681,-12.753493278263688,23.378467181825794,-0.46693882904320283,-1.8675236853272286,0.06182849239109878,0.4993798064996279,1998-12-23,2014-12-31,pre2015,XLK,
XLK,total,4031,2.5166772522180585,6.342026675589507,2.650698650583235,27.360104999828078,0.23179833102356,0.9270783376333162,0.3538858624431058,0.5269163979161499,1998-12-23,2014-12-31,pre2015,XLK,
XLF,overnight,4031,4.745984145327449,11.959880046225171,10.782958676788134,18.653365176985933,0.6411647406646486,2.5643409048707206,0.010337195791567444,0.5467625899280576,1998-12-23,2014-12-31,pre2015,XLF,
XLF,intraday,4031,-1.6544461090664384,-4.169204194847425,-7.58087017352273,27.272545763173017,-0.15287183789337458,-0.6114115175865293,0.5409271796115203,0.49367402629620444,1998-12-23,2014-12-31,pre2015,XLF,
XLF,total,4031,2.9872097596327714,7.527768594274583,2.3846464051135534,32.208845308628405,0.23371743141186052,0.9347537871927707,0.3499152004544954,0.5075663607045399,1998-12-23,2014-12-31,pre2015,XLF,
LARGECAP30,overnight,6300,3.4867126586185053,8.786515899718633,8.64911189213396,9.893998342604204,0.8880652285823945,4.440326142911972,8.982264557921837e-06,0.5485714285714286,1990-01-03,2014-12-31,pre2015,LARGECAP30,29.994603174603174
LARGECAP30,intraday,6300,3.962487458421494,9.985468395222165,9.070441287580648,16.138791691954484,0.6187246595542915,3.0936232977714573,0.001977283724536427,0.5303174603174603,1990-01-03,2014-12-31,pre2015,LARGECAP30,29.994603174603174
LARGECAP30,total,6300,7.418837932905176,18.695471590921045,18.401138879221186,18.980543066435363,0.9849808577912385,4.924904288956192,8.440165542022982e-07,0.5474603174603174,1990-01-03,2014-12-31,pre2015,LARGECAP30,29.994603174603174
MODERN10,overnight,6300,7.971168314124393,20.08734415159347,20.128994214825312,18.6172427427447,1.078964507750305,5.394822538751524,6.859131018721598e-08,0.5541269841269841,1990-01-03,2014-12-31,pre2015,MODERN10,5.964126984126984
MODERN10,intraday,6300,5.611198359240416,14.140219865285847,9.512482543456334,31.863593171865034,0.4437735502401344,2.2188677512006714,0.026495723051583875,0.5103174603174603,1990-01-03,2014-12-31,pre2015,MODERN10,5.964126984126984
MODERN10,total,6300,13.33577525713123,33.6061536479707,31.13064676819805,36.08056892003088,0.9314197268467557,4.657098634233778,3.2069682245339237e-06,0.5246031746031746,1990-01-03,2014-12-31,pre2015,MODERN10,5.964126984126984
