symbol,period,n_days,round_trips_per_yr,round_trip_cost_bps,gross_mean_bps,net_mean_bps,net_ann_ret_geom_pct,net_sharpe,net_t,net_p
XLK,2021_2026,1428,252,0,4.526711123016465,4.526711123016465,10.784506755569973,0.7479388594945302,1.7804506113353846,0.07500224521981447
XLK,2021_2026,1428,252,1,4.526711123016465,3.526711123016465,8.028464152695722,0.5827109845166973,1.3871295968172448,0.16540224853878271
XLK,2021_2026,1428,252,2,4.526711123016465,2.526711123016467,5.340719680017288,0.4174831095388647,0.9938085822991055,0.32031606707917715
XLK,2021_2026,1428,252,3,4.526711123016465,1.5267111230164623,2.7195874026317415,0.25225523456103094,0.6004875677809637,0.5481813438769549
XLK,2021_2026,1428,252,5,4.526711123016465,-0.47328887698353894,-2.3293780471378702,-0.07820051539463513,-0.18615446125531668,0.8523236343301428
XLK,2021_2026,1428,252,8,4.526711123016465,-3.473288876983537,-9.44305310903738,-0.5738841403281336,-1.3661175048097358,0.17190208485566627
XLK,2021_2026,1428,252,10,4.526711123016465,-5.473288876983541,-13.896360823629584,-0.9043398902838001,-2.1527595338460173,0.03133758194800684
XLK,2021_2026,1428,252,20,4.526711123016465,-15.473288876983542,-33.09564416639477,-2.55661864006213,-6.085969679027417,1.157883566804685e-09
XLK,last3y,753,252,0,9.503783373274402,9.503783373274402,25.37706645038085,1.472898298256479,2.5460678801987857,0.010894400122538173
XLK,last3y,753,252,1,9.503783373274402,8.503783373274404,22.259489473958354,1.3179180929628256,2.278167426221837,0.02271660422654742
XLK,last3y,753,252,2,9.503783373274402,7.503783373274404,19.219132927137135,1.162937887669172,2.0102669722448896,0.044402940509065125
XLK,last3y,753,252,3,9.503783373274402,6.503783373274398,16.25409154092912,1.0079576823755176,1.7423665182679393,0.08144433070862744
XLK,last3y,753,252,5,9.503783373274402,4.5037833732743975,10.542566155625257,0.6979972717882101,1.206565610314043,0.22759947738521813
XLK,last3y,753,252,8,9.503783373274402,1.5037833732744008,2.4951419736821414,0.23305665590724964,0.4028642483831986,0.6870480933954632
XLK,last3y,753,252,10,9.503783373274402,-0.4962166267256048,-2.542865985779742,-0.07690375468005854,-0.13293665957069942,0.8942434740458638
XLK,last3y,753,252,20,9.503783373274402,-10.496216626725603,-24.26446817917651,-1.626705807616595,-2.811941199340182,0.004924350451750659
XLK,pre2015,4031,252,0,6.99693205942142,6.99693205942142,17.655941203442104,1.0676680742652351,4.270142666960676,1.9534796825038114e-05
XLK,pre2015,4031,252,1,6.99693205942142,5.996932059421417,14.729620769383637,0.9150771865450071,3.6598548106978863,0.00025235819443669705
XLK,pre2015,4031,252,2,6.99693205942142,4.99693205942142,11.875801644463834,0.7624862988247798,3.0495669544350994,0.0022917154431001396
XLK,pre2015,4031,252,3,6.99693205942142,3.9969320594214164,9.092694546328056,0.6098954111045517,2.439279098172309,0.014716597198596748
XLK,pre2015,4031,252,5,6.99693205942142,1.9969320594214148,3.7316781536947703,0.30471363566409615,1.2187033856467306,0.22295679248872258
XLK,pre2015,4031,252,8,6.99693205942142,-1.0030679405785807,-3.8217659936400277,-0.1530590274965862,-0.6121601831416322,0.5404317823291591
XLK,pre2015,4031,252,10,6.99693205942142,-3.003067940578587,-8.550447038910173,-0.4582408029370425,-1.832735895667213,0.06684185638571383
XLK,pre2015,4031,252,20,6.99693205942142,-13.003067940578589,-28.93761693848881,-1.9841496801393195,-7.9356144582951,2.220446049250313e-15
XLF,full,6970,252,0,4.130574043810321,4.130574043810321,9.355345693060654,0.6070202290308729,3.1924145601519442,0.0014108867802953284
XLF,full,6970,252,1,4.130574043810321,3.13057404381032,6.634686976253403,0.4600623915505123,2.419540251086891,0.015540140761481247
XLF,full,6970,252,2,4.130574043810321,2.130574043810321,3.9814537427145984,0.3131045540701518,1.6466659420218381,0.09962672829039576
XLF,full,6970,252,3,4.130574043810321,1.130574043810319,1.3939814950018246,0.16614671658979094,0.8737916329567833,0.38223173784157627
XLF,full,6970,252,5,4.130574043810321,-0.8694259561896834,-3.590134384041605,-0.1277689583709306,-0.6719569851733247,0.5016110807871557
XLF,full,6970,252,8,4.130574043810321,-3.869425956189679,-10.612412711677147,-0.5686424708120118,-2.990579912368481,0.0027844826164877823
XLF,full,6970,252,10,4.130574043810321,-5.869425956189684,-15.008486643814479,-0.8625581457727337,-4.536328530498591,5.724198832712801e-06
XLF,full,6970,252,20,4.130574043810321,-15.869425956189687,-33.96084650067713,-2.33213652057634,-12.265071621149124,0.0
XLF,2021_2026,1428,252,0,3.0807740139313875,3.0807740139313875,7.389922190745008,0.6897053624957322,1.641827161015158,0.10062582847455559
XLF,2021_2026,1428,252,1,3.0807740139313875,2.080774013931388,4.718058310588353,0.46583131026831937,1.1089003206851802,0.2674731854881798
XLF,2021_2026,1428,252,2,3.0807740139313875,1.0807740139313895,2.112413213531231,0.2419572580409067,0.5759734803552031,0.5646331069098263
XLF,2021_2026,1428,252,3,3.0807740139313875,0.08077401393138507,-0.4286478726047652,0.018083205813492688,0.043046640025222675,0.9656643549241277
XLF,2021_2026,1428,252,5,3.0807740139313875,-1.9192259860686167,-5.323357081160701,-0.4296648986413337,-1.0228070406347343,0.30639908846747055
XLF,2021_2026,1428,252,8,3.0807740139313875,-4.919225986068614,-12.219650580212926,-1.1012870553235723,-2.621587561624667,0.008752127636996399
XLF,2021_2026,1428,252,10,3.0807740139313875,-6.919225986068619,-16.536845020281373,-1.5490351597783991,-3.687441242284625,0.0002265203764011403
XLF,2021_2026,1428,252,20,3.0807740139313875,-16.91922598606862,-35.14903294419645,-3.7877756820525295,-9.016709645584406,0.0
XLF,last3y,753,252,0,3.4435398640306665,3.4435398640306665,8.570107417193658,0.909674139283573,1.5724725259164334,0.11584100595367319
XLF,last3y,753,252,1,3.4435398640306665,2.4435398640306674,5.8690152030137295,0.6455058197047784,1.1158283202426094,0.26449562886618105
XLF,last3y,753,252,2,3.4435398640306665,1.443539864030667,3.2348628245062474,0.3813375001259834,0.6591841145687845,0.5097775464844754
XLF,last3y,753,252,3,3.4435398640306665,0.4435398640306654,0.6659977907935869,0.11716918054718807,0.20253990889495935,0.8394946620718813
XLF,last3y,753,252,5,3.4435398640306665,-1.5564601359693366,-4.282278028153775,-0.4111674586104024,-0.7107485024526907,0.4772400977704012
XLF,last3y,753,252,8,3.4435398640306665,-4.556460135969335,-11.254065026905023,-1.2036724173467868,-2.0806811194741637,0.03746310336366809
XLF,last3y,753,252,10,3.4435398640306665,-6.5564601359693375,-15.618533546161977,-1.732009056504377,-2.993969530821814,0.0027537344276271636
XLF,last3y,753,252,20,3.4435398640306665,-16.55646013596934,-34.43466688829347,-4.373692252292327,-7.560411587560059,4.0190073491430667e-14
XLF,pre2015,4031,252,0,4.745984145327449,4.745984145327449,10.782958676788136,0.6411647406646486,2.5643409048707206,0.010337195791567444
XLF,pre2015,4031,252,1,4.745984145327449,3.7459841453274483,8.026896660408713,0.5060684737932363,2.0240228535777374,0.0429678003602163
XLF,pre2015,4031,252,2,4.745984145327449,2.74598414532745,5.339134680016309,0.37097220692182414,1.4837048022847554,0.1378872517157992
XLF,pre2015,4031,252,3,4.745984145327449,1.7459841453274463,2.7179867187611286,0.23587594005041135,0.9433867509917702,0.3454831174787465
XLF,pre2015,4031,252,5,4.745984145327449,-0.25401585467255494,-2.3310049407600406,-0.03431659369241336,-0.13724935159419646,0.8908337030411326
XLF,pre2015,4031,252,8,4.745984145327449,-3.254015854672551,-9.444707527083605,-0.43960539430664963,-1.7582035054731433,0.0787128890044666
XLF,pre2015,4031,252,10,4.745984145327449,-5.2540158546725575,-13.898026530840585,-0.7097979280494751,-2.8388396080591125,0.004527790955886513
XLF,pre2015,4031,252,20,4.745984145327449,-15.25401585467256,-33.09729925547285,-2.0607605967635982,-8.242020120988943,2.220446049250313e-16
